Time,sin_month,cos_month,sin_week,cos_week,sin_day,cos_day,sin_hour,cos_hour
2024-01-01 00:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.0,1.0
2024-01-01 01:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.0007152988127707624,0.9999997441737715
2024-01-01 02:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.0014305972595571297,0.9999989766952169
2024-01-01 03:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.0021458949743748943,0.9999976975647289
2024-01-01 04:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.0028611915912402225,0.9999959067829619
2024-01-01 05:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.0035764867441698436,0.9999936043508322
2024-01-01 06:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.004291780067181235,0.9999907902695179
2024-01-01 07:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.0050070711942928085,0.9999874645404587
2024-01-01 08:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.005722359759524104,0.9999836271653564
2024-01-01 09:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.006437645396895969,0.9999792781461743
2024-01-01 10:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.00715292774043075,0.9999744174851376
2024-01-01 11:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.007868206424152476,0.9999690451847332
2024-01-01 12:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.008583481082087055,0.9999631612477099
2024-01-01 13:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.009298751348262448,0.9999567656770783
2024-01-01 14:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.010014016856708866,0.9999498584761106
2024-01-01 15:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.010729277241458954,0.999942439648341
2024-01-01 16:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.011444532136547982,0.9999345091975652
2024-01-01 17:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.012159781176014023,0.9999260671278409
2024-01-01 18:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.012875023993898145,0.9999171134434877
2024-01-01 19:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.01359026022424461,0.9999076481490865
2024-01-01 20:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.01430548950110104,0.9998976712494804
2024-01-01 21:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.015020711458518618,0.999887182749774
2024-01-01 22:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.01573592573055227,0.9998761826553338
2024-01-01 23:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.01716632975470737,0.9998526477050269,0.016451131951260863,0.9998646709717882
2024-01-02 00:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.01716632975470737,0.9998526477050269
2024-01-02 01:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.017881518774959082,0.9998401128612018
2024-01-02 02:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.018596698646087775,0.9998270664467264
2024-01-02 03:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.019311869002169912,0.9998135084682758
2024-01-02 04:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.02002702947728683,0.9997994389327871
2024-01-02 05:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.02074217970552491,0.999784857847459
2024-01-02 06:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.021457319320975776,0.9997697652197518
2024-01-02 07:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.022172447957736492,0.9997541610573879
2024-01-02 08:00:00,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054,0.034327600513243496,0.9994106342455052,0.022887565249909734,0.9997380453683511
